id,source_raw_id,raw_topic,normalized_topic,category,region,trend_score,growth_status,explanation,source_file,processed_at
13919,,άστον βίλα εναντίον λίβερπουλ,Unknown,General,GR,100.0,exploding,Unknown is a General trend in GR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13920,,διαγωνισμόσ τραγουδιού eurovision,Eurovision,General,GR,100.0,exploding,Eurovision is a General trend in GR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13921,,δυπα αποτελεσματα κοινωνικου τουρισμου 2026,2026,General,GR,100.0,exploding,2026 is a General trend in GR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13922,,aston villa vs liverpool,Aston Villa Vs Liverpool,General,GR,100.0,exploding,Aston Villa Vs Liverpool is a General trend in GR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13923,,16 μαΐου,16,General,GR,100.0,exploding,16 is a General trend in GR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13924,,chios pass kithira pass,Chios Pass Kithira Pass,General,GR,100.0,exploding,Chios Pass Kithira Pass is a General trend in GR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13925,,bangladesh vs pakistan,Bangladesh Vs Pakistan,General,GR,100.0,exploding,Bangladesh Vs Pakistan is a General trend in GR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13926,,swatch x audemars piguet,Swatch X Audemars Piguet,General,GR,100.0,exploding,Swatch X Audemars Piguet is a General trend in GR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13927,,weather,Weather,General,GR,50.0,rising,Weather is a General trend in GR with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13928,,panathinaikos vs mykonos,Panathinaikos Vs Mykonos,General,GR,100.0,exploding,Panathinaikos Vs Mykonos is a General trend in GR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13929,,morgan stanley,Morgan Stanley,General,GR,100.0,exploding,Morgan Stanley is a General trend in GR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13930,,csk vs lsg,Csk Vs Lsg,General,GR,100.0,exploding,Csk Vs Lsg is a General trend in GR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13931,,euroleague final four tickets,Euroleague Final Four Tickets,General,GR,100.0,exploding,Euroleague Final Four Tickets is a General trend in GR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13932,,patti smith,Patti Smith,General,GR,100.0,exploding,Patti Smith is a General trend in GR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13933,,παοκ αρησ κ19,19,General,GR,100.0,exploding,19 is a General trend in GR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13934,,mac,Mac,General,GR,100.0,exploding,Mac is a General trend in GR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13935,,euroleague final four,Euroleague Final Four,General,GR,100.0,exploding,Euroleague Final Four is a General trend in GR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13936,,jannik sinner,Jannik Sinner,General,GR,100.0,exploding,Jannik Sinner is a General trend in GR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13937,,mensa,Mensa,General,GR,100.0,exploding,Mensa is a General trend in GR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13938,,sinner,Sinner,General,GR,100.0,exploding,Sinner is a General trend in GR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13939,,關之琳,Unknown,General,HK,100.0,exploding,Unknown is a General trend in HK with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13940,,aston villa vs liverpool,Aston Villa Vs Liverpool,General,HK,100.0,exploding,Aston Villa Vs Liverpool is a General trend in HK with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13941,,fa cup,Fa Cup,General,HK,100.0,exploding,Fa Cup is a General trend in HK with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13942,,timberwolves vs spurs,Timberwolves Vs Spurs,General,HK,100.0,exploding,Timberwolves Vs Spurs is a General trend in HK with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13943,,weather,Weather,General,HK,100.0,exploding,Weather is a General trend in HK with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13944,,samsung,Samsung,General,HK,100.0,exploding,Samsung is a General trend in HK with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13945,,sinner,Sinner,General,HK,100.0,exploding,Sinner is a General trend in HK with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13946,,zhou qunfei,Zhou Qunfei,General,HK,100.0,exploding,Zhou Qunfei is a General trend in HK with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13947,,faker,Faker,General,HK,100.0,exploding,Faker is a General trend in HK with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13948,,jannik sinner,Jannik Sinner,General,HK,100.0,exploding,Jannik Sinner is a General trend in HK with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13949,,csk vs lsg,Csk Vs Lsg,General,HK,100.0,exploding,Csk Vs Lsg is a General trend in HK with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13950,,pga championship,Pga Championship,General,HK,100.0,exploding,Pga Championship is a General trend in HK with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13951,,屈臣氏 88 折,88,General,HK,100.0,exploding,88 is a General trend in HK with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13952,,xiaomi,Xiaomi,General,HK,100.0,exploding,Xiaomi is a General trend in HK with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13953,,2027年香港公眾假期,2027,General,HK,100.0,exploding,2027 is a General trend in HK with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13954,,hsi,Hsi,General,HK,100.0,exploding,Hsi is a General trend in HK with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13955,,kospi,Kospi,General,HK,100.0,exploding,Kospi is a General trend in HK with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13956,,aston villa–liverpool,Aston Villa Liverpool,General,HU,100.0,exploding,Aston Villa Liverpool is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13957,,sörös sándor,S R S S Ndor,General,HU,100.0,exploding,S R S S Ndor is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13958,,krausz ferenc,Krausz Ferenc,General,HU,100.0,exploding,Krausz Ferenc is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13959,,szabad karmelita.hu,Szabad Karmelita Hu,General,HU,100.0,exploding,Szabad Karmelita Hu is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13960,,tiborcz istván,Tiborcz Istv N,General,HU,100.0,exploding,Tiborcz Istv N is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13961,,időjárás,Id J R S,General,HU,75.0,rising,Id J R S is a General trend in HU with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13962,,bama.hu,Bama Hu,General,HU,100.0,exploding,Bama Hu is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13963,,android,Android,Tech,HU,100.0,exploding,Android is a Tech trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13964,,szoboszlai dominik,Szoboszlai Dominik,General,HU,100.0,exploding,Szoboszlai Dominik is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13965,,semjén zsolt,Semj N Zsolt,General,HU,100.0,exploding,Semj N Zsolt is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13966,,pafc–mtk,Pafc Mtk,General,HU,100.0,exploding,Pafc Mtk is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13967,,bankjegy,Bankjegy,Finance,HU,100.0,exploding,Bankjegy is a Finance trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13968,,szita károly,Szita K Roly,General,HU,100.0,exploding,Szita K Roly is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13969,,havasi bertalan,Havasi Bertalan,General,HU,100.0,exploding,Havasi Bertalan is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13970,,termékvisszahívás,Term Kvisszah V S,General,HU,100.0,exploding,Term Kvisszah V S is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13971,,védett áras üzemanyag,V Dett Ras Zemanyag,General,HU,100.0,exploding,V Dett Ras Zemanyag is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13972,,kőrösi levente,K R Si Levente,General,HU,100.0,exploding,K R Si Levente is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13973,,gyermek,Gyermek,General,HU,100.0,exploding,Gyermek is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13974,,gattyán györgy,Gatty N Gy Rgy,General,HU,100.0,exploding,Gatty N Gy Rgy is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13975,,sallai roland,Sallai Roland,General,HU,100.0,exploding,Sallai Roland is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13976,,el niño,El Ni O,General,HU,100.0,exploding,El Ni O is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13977,,előrehozott önkormányzati választás,El Rehozott Nkorm Nyzati V Laszt S,General,HU,100.0,exploding,El Rehozott Nkorm Nyzati V Laszt S is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13978,,utazási iroda,Utaz Si Iroda,General,HU,100.0,exploding,Utaz Si Iroda is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13979,,botrány,Botr Ny,General,HU,100.0,exploding,Botr Ny is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13980,,piac,Piac,General,HU,100.0,exploding,Piac is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13981,,hadihajó,Hadihaj,General,HU,100.0,exploding,Hadihaj is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13982,,holnapi időjárás,Holnapi Id J R S,General,HU,100.0,exploding,Holnapi Id J R S is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13983,,utazás,Utaz S,General,HU,100.0,exploding,Utaz S is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13984,,gta vi,Gta Vi,General,HU,100.0,exploding,Gta Vi is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13985,,rónai egon,R Nai Egon,General,HU,100.0,exploding,R Nai Egon is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13986,,kormány,Korm Ny,General,HU,100.0,exploding,Korm Ny is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13987,,németh lászló gimnázium,N Meth L Szl Gimn Zium,General,HU,100.0,exploding,N Meth L Szl Gimn Zium is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13988,,nézőpont intézet,N Z Pont Int Zet,General,HU,100.0,exploding,N Z Pont Int Zet is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13989,,nyíregyháza–kazincbarcika,Ny Regyh Za Kazincbarcika,General,HU,100.0,exploding,Ny Regyh Za Kazincbarcika is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13990,,adóhatóság,Ad Hat S G,General,HU,100.0,exploding,Ad Hat S G is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13991,,21 kutatóközpont,21 Kutat K Zpont,General,HU,100.0,exploding,21 Kutat K Zpont is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13992,,mandiner.hu,Mandiner Hu,General,HU,100.0,exploding,Mandiner Hu is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13993,,pintér sándor,Pint R S Ndor,General,HU,100.0,exploding,Pint R S Ndor is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13994,,stellantis,Stellantis,General,HU,100.0,exploding,Stellantis is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13995,,hollywood,Hollywood,General,HU,100.0,exploding,Hollywood is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13996,,sportért felelős államtitkárság,Sport Rt Felel S Llamtitk Rs G,General,HU,100.0,exploding,Sport Rt Felel S Llamtitk Rs G is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13997,,keszthelyi erik,Keszthelyi Erik,General,HU,100.0,exploding,Keszthelyi Erik is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13998,,integritás hatóság,Integrit S Hat S G,General,HU,100.0,exploding,Integrit S Hat S G is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
13999,,atomenergia,Atomenergia,General,HU,100.0,exploding,Atomenergia is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14000,,húsleves,H Sleves,General,HU,100.0,exploding,H Sleves is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14001,,szabados ágnes,Szabados Gnes,General,HU,100.0,exploding,Szabados Gnes is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14002,,komjáthi imre,Komj Thi Imre,General,HU,100.0,exploding,Komj Thi Imre is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14003,,angol első osztály,Angol Els Oszt Ly,General,HU,100.0,exploding,Angol Els Oszt Ly is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14004,,tarr zoltán,Tarr Zolt N,General,HU,100.0,exploding,Tarr Zolt N is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14005,,rakéta,Rak Ta,General,HU,100.0,exploding,Rak Ta is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14006,,kovácsovics fruzsina,Kov Csovics Fruzsina,General,HU,100.0,exploding,Kov Csovics Fruzsina is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14007,,választás,V Laszt S,General,HU,100.0,exploding,V Laszt S is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14008,,tóth andi,T Th Andi,General,HU,100.0,exploding,T Th Andi is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14009,,ukrán fegyveres erők,Ukr N Fegyveres Er K,General,HU,100.0,exploding,Ukr N Fegyveres Er K is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14010,,június 5.,J Nius 5,General,HU,100.0,exploding,J Nius 5 is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14011,,kovács bendegúz,Kov Cs Bendeg Z,General,HU,100.0,exploding,Kov Cs Bendeg Z is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14012,,hankó zoltán,Hank Zolt N,General,HU,100.0,exploding,Hank Zolt N is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14013,,matthew mcconaughey,Matthew Mcconaughey,General,HU,100.0,exploding,Matthew Mcconaughey is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14014,,bognár györgy,Bogn R Gy Rgy,General,HU,100.0,exploding,Bogn R Gy Rgy is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14015,,erős antónia,Er S Ant Nia,General,HU,100.0,exploding,Er S Ant Nia is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14016,,részvénypiac,R Szv Nypiac,General,HU,100.0,exploding,R Szv Nypiac is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14017,,pl,Pl,General,HU,100.0,exploding,Pl is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14018,,szabó bence,Szab Bence,General,HU,100.0,exploding,Szab Bence is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14019,,járvány,J Rv Ny,General,HU,100.0,exploding,J Rv Ny is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14020,,győr,Gy R,General,HU,100.0,exploding,Gy R is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14021,,szép kártya,Sz P K Rtya,General,HU,100.0,exploding,Sz P K Rtya is a General trend in HU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14022,,psbs biak vs arema fc,Psbs Biak Vs Arema Fc,General,ID,100.0,exploding,Psbs Biak Vs Arema Fc is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14023,,mogok kerja,Mogok Kerja,General,ID,100.0,exploding,Mogok Kerja is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14024,,lowongan kerja,Lowongan Kerja,General,ID,100.0,exploding,Lowongan Kerja is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14025,,gregoria mariska tunjung,Gregoria Mariska Tunjung,General,ID,100.0,exploding,Gregoria Mariska Tunjung is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14026,,spesifikasi macbook neo,Spesifikasi Macbook Neo,General,ID,100.0,exploding,Spesifikasi Macbook Neo is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14027,,chelsea vs man city,Chelsea Vs Man City,General,ID,100.0,exploding,Chelsea Vs Man City is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14028,,harga emas antam hari,Harga Emas Antam Hari,General,ID,100.0,exploding,Harga Emas Antam Hari is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14029,,krisis,Krisis,General,ID,100.0,exploding,Krisis is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14030,,al-taawon vs al riyadh,Al Taawon Vs Al Riyadh,General,ID,100.0,exploding,Al Taawon Vs Al Riyadh is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14031,,asam urat,Asam Urat,General,ID,100.0,exploding,Asam Urat is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14032,,rizespor vs beşiktaş,Rizespor Vs Be Ikta,General,ID,100.0,exploding,Rizespor Vs Be Ikta is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14033,,projo,Projo,General,ID,100.0,exploding,Projo is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14034,,damac f.c. vs al feiha,Damac F C Vs Al Feiha,General,ID,100.0,exploding,Damac F C Vs Al Feiha is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14035,,tempe,Tempe,General,ID,100.0,exploding,Tempe is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14036,,peron,Peron,General,ID,100.0,exploding,Peron is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14037,,liverpool vs aston villa,Liverpool Vs Aston Villa,General,ID,100.0,exploding,Liverpool Vs Aston Villa is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14038,,ramalan shio,Ramalan Shio,General,ID,100.0,exploding,Ramalan Shio is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14039,,sara duterte,Sara Duterte,General,ID,100.0,exploding,Sara Duterte is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14040,,pistons vs cavaliers,Pistons Vs Cavaliers,General,ID,100.0,exploding,Pistons Vs Cavaliers is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14041,,anggaran belanja,Anggaran Belanja,General,ID,100.0,exploding,Anggaran Belanja is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14042,,david beckham,David Beckham,General,ID,100.0,exploding,David Beckham is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14043,,mitoma,Mitoma,General,ID,100.0,exploding,Mitoma is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14044,,swatch x ap,Swatch X Ap,General,ID,100.0,exploding,Swatch X Ap is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14045,,stephon castle,Stephon Castle,General,ID,100.0,exploding,Stephon Castle is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14046,,red sparks,Red Sparks,General,ID,100.0,exploding,Red Sparks is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14047,,cek bansos,Cek Bansos,General,ID,100.0,exploding,Cek Bansos is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14048,,practice moto3 catalunya,Practice Moto3 Catalunya,General,ID,100.0,exploding,Practice Moto3 Catalunya is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14049,,zlatan ibrahimović,Zlatan Ibrahimovi,General,ID,100.0,exploding,Zlatan Ibrahimovi is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14050,,beri cinta waktu,Beri Cinta Waktu,General,ID,100.0,exploding,Beri Cinta Waktu is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14051,,persebaya surabaya,Persebaya Surabaya,General,ID,100.0,exploding,Persebaya Surabaya is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14052,,thunderstorm warning,Thunderstorm Warning,General,ID,75.0,rising,Thunderstorm Warning is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14053,,starbucks,Starbucks,General,ID,100.0,exploding,Starbucks is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14054,,singapura,Singapura,General,ID,100.0,exploding,Singapura is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14055,,royal antwerp,Royal Antwerp,General,ID,100.0,exploding,Royal Antwerp is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14056,,tokyo verdy,Tokyo Verdy,General,ID,100.0,exploding,Tokyo Verdy is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14057,,jannik sinner,Jannik Sinner,General,ID,100.0,exploding,Jannik Sinner is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14058,,jadwal motogp catalunya 2026,Jadwal Motogp Catalunya 2026,General,ID,75.0,rising,Jadwal Motogp Catalunya 2026 is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14059,,cordoba cf,Cordoba Cf,General,ID,100.0,exploding,Cordoba Cf is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14060,,lebron james,Lebron James,General,ID,100.0,exploding,Lebron James is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14061,,pkh,Pkh,General,ID,75.0,rising,Pkh is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14062,,ollie watkins,Ollie Watkins,General,ID,100.0,exploding,Ollie Watkins is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14063,,j2,J2,General,ID,50.0,rising,J2 is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14064,,pajak kendaraan bermotor,Pajak Kendaraan Bermotor,General,ID,75.0,rising,Pajak Kendaraan Bermotor is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14065,,perfect crown episode 11,Perfect Crown Episode 11,General,ID,100.0,exploding,Perfect Crown Episode 11 is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14066,,carrick,Carrick,General,ID,75.0,rising,Carrick is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14067,,ikatan konsultan pajak indonesia,Ikatan Konsultan Pajak Indonesia,General,ID,100.0,exploding,Ikatan Konsultan Pajak Indonesia is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14068,,kartu tanda penduduk,Kartu Tanda Penduduk,General,ID,50.0,rising,Kartu Tanda Penduduk is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14069,,park jihoon,Park Jihoon,General,ID,100.0,exploding,Park Jihoon is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14070,,1 dzulhijjah 2026 jatuh pada tanggal,1 Dzulhijjah 2026 Jatuh Pada Tanggal,General,ID,100.0,exploding,1 Dzulhijjah 2026 Jatuh Pada Tanggal is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14071,,harvard university,Harvard University,Education,ID,100.0,exploding,Harvard University is an Education trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14072,,pencurian,Pencurian,General,ID,100.0,exploding,Pencurian is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14073,,saint-etienne vs rodez af,Saint Etienne Vs Rodez Af,General,ID,100.0,exploding,Saint Etienne Vs Rodez Af is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14074,,jose mourinho,Jose Mourinho,General,ID,100.0,exploding,Jose Mourinho is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14075,,idgitaf berusaha di bawah hujan,Idgitaf Berusaha Di Bawah Hujan,General,ID,100.0,exploding,Idgitaf Berusaha Di Bawah Hujan is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14076,,yuto nagatomo,Yuto Nagatomo,General,ID,75.0,rising,Yuto Nagatomo is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14077,,jepang,Jepang,General,ID,100.0,exploding,Jepang is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14078,,museum marsinah,Museum Marsinah,General,ID,100.0,exploding,Museum Marsinah is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14079,,selisih gol,Selisih Gol,General,ID,100.0,exploding,Selisih Gol is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14080,,al wasl vs ittihad kalba,Al Wasl Vs Ittihad Kalba,General,ID,100.0,exploding,Al Wasl Vs Ittihad Kalba is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14081,,chery qq,Chery Qq,General,ID,100.0,exploding,Chery Qq is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14082,,taspen,Taspen,General,ID,100.0,exploding,Taspen is a General trend in ID with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14083,,harga dolar,Harga Dolar,General,ID,50.0,rising,Harga Dolar is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
14084,,mason mount,Mason Mount,General,ID,75.0,rising,Mason Mount is a General trend in ID with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
